Rooms,Price,Postcode,Propertycount,Distance
3,610000,3076,10926,19.6
3,571550,3076,10926,19.6
3,658000,3076,10926,19.6
3,800000,3040,9264,7.5
2,768000,3040,9264,7.5
4,,3040,9264,7.5
2,,3040,9264,7.5
5,2200000,3040,9264,7.5
2,480000,3040,9264,7.5
2,695000,3040,9264,7.5
2,365000,3041,1308,8.2
2,512500,3078,2970,5.7
4,1300000,3078,2970,5.7
3,767500,3060,5070,13.1
3,616000,3060,5070,13.1
2,412000,3060,5070,13.1
3,482000,3060,5070,13.1
3,783000,3060,5070,13.1
3,755000,3156,10788,24.8
2,1930000,3065,5825,2.1
2,950000,3065,5825,2.1
1,640000,3065,5825,2.1
2,655000,3068,6244,3.6
3,1325000,3068,6244,3.6
2,1380000,3068,6244,3.6
2,650000,3068,6244,3.6
2,785000,3031,3593,3.4
3,517000,3011,7570,5.1
6,1527000,3011,7570,5.1
4,,3011,7570,5.1
3,760000,3011,7570,5.1
3,,3131,4385,15.4
3,,3199,17055,38
4,814250,3199,17055,38
5,840000,3199,17055,38
3,569000,3199,17055,38
3,538000,3199,17055,38
3,,3199,17055,38
4,560000,3199,17055,38
2,,3199,17055,38
3,636000,3199,17055,38
3,672500,3199,17055,38
2,574000,3199,17055,38
4,1036000,3199,17055,38
3,1250000,3199,17055,38
3,605000,3199,17055,38
4,1150000,3199,17055,38
3,1200000,3199,7566,38
3,760000,3199,7566,38
3,616000,3437,3376,45.9
3,535000,3437,3376,45.9
3,550000,3437,3376,45.9
3,620000,3043,3285,12.9
6,,3043,3285,12.9
3,730000,3043,3285,12.9
2,670000,3146,10412,7.3
2,,3146,10412,7.3
6,2245000,3146,10412,7.3
4,1735000,3146,10412,7.3
3,,3146,10412,7.3
4,,3150,15321,16.7
3,,3150,15321,16.7
6,2350000,3150,15321,16.7
4,,3150,15321,16.7
3,765000,3046,8870,11.2
2,530000,3046,8870,11.2
2,637000,3046,8870,11.2
2,628000,3046,8870,11.2
2,1245000,3046,8870,11.2
3,,3046,8870,11.2
3,885000,3046,8870,11.2
3,635000,3046,8870,11.2
4,801000,3046,8870,11.2
3,554000,3046,8870,11.2
2,900000,3046,8870,11.2
3,790000,3043,1071,12.9
3,700000,3043,1071,12.9
4,1260000,3043,1071,12.9
3,1002000,3088,8524,16.1
3,759000,3088,8524,16.1
3,835000,3088,8524,16.1
3,920000,3088,8524,16.1
3,876000,3088,8524,16.1
4,1215000,3088,8524,16.1
3,760000,3088,8524,16.1
3,838000,3088,8524,16.1
3,635000,3088,8524,16.1
4,750000,3059,4864,20.4
3,671000,3059,4864,20.4
6,1515000,3059,4864,20.4
3,660000,3059,4864,20.4
4,690000,3059,4864,20.4
4,679000,3059,4864,20.4
4,,3059,4864,20.4
3,911000,3046,2606,11.2
3,772500,3046,2606,11.2
3,2440000,3188,5454,13.8
2,850000,3188,5454,13.8
3,1500000,3188,5454,13.8
3,1006000,3188,5454,13.8
3,1100000,3188,5454,13.8
4,1330000,3188,2356,13.8
3,1400000,3122,11308,5.3
2,822500,3122,11308,5.3
4,2055000,3122,11308,5.3
2,660000,3122,11308,5.3
2,525000,3122,11308,5.3
1,640000,3122,11308,5.3
2,658000,3123,6482,6.2
2,985000,3123,6482,6.2
2,590000,3123,6482,6.2
3,1051000,3135,3794,21.3
2,782500,3081,2947,8.8
3,760000,3081,2947,8.8
4,920000,3081,2947,8.8
2,640000,3081,2947,8.8
2,471000,3081,2674,8.8
2,687000,3081,2674,8.8
3,1430000,3190,4794,16
2,590000,3190,4794,16
4,,3037,5556,18
4,666000,3037,5556,18
6,830000,3037,5556,18
5,,3037,5556,18
5,700000,3037,5556,18
4,855000,3037,5556,18
4,1405000,3037,5556,18
3,596000,3029,13830,18.4
3,,3029,13830,18.4
3,505000,3029,13830,18.4
3,586000,3029,13830,18.4
3,525000,3029,13830,18.4
3,580000,3029,13830,18.4
5,,3029,13830,18.4
4,660000,3029,13830,18.4
4,1095000,3079,5549,7.8
3,1220000,3079,5549,7.8
2,1395000,3079,5549,7.8
4,,3079,5549,7.8
3,1150000,3079,5549,7.8
2,1432000,3079,1554,7.8
2,,3047,851,14
3,455000,3047,851,14
5,,3036,2339,14.5
3,670000,3038,3656,15.5
3,635000,3038,3656,15.5
4,685000,3038,3656,15.5
6,1130000,3033,5629,11.7
2,580000,3033,5629,11.7
4,975000,3033,5629,11.7
2,740000,3033,5629,11.7
3,780000,3033,5629,11.7
4,,3038,570,15.5
5,550000,3042,1119,10.4
2,520000,3031,5263,3.4
2,,3031,5263,3.4
3,,3031,5263,3.4
3,1760000,3101,10331,5.4
1,505000,3101,10331,5.4
3,,3101,10331,5.4
5,2300000,3102,2671,7.3
3,1702000,3102,2671,7.3
3,,3102,2671,7.3
3,1150000,3102,2671,7.3
3,715000,3173,8459,25.2
3,770000,3173,8459,25.2
2,,3173,8459,25.2
3,,3173,8459,25.2
2,830000,3137,4654,26
4,665000,3021,2878,14
5,675000,3021,2878,14
4,,3021,2878,14
3,702500,3083,1414,12.1
3,1210000,3012,1808,6.4
3,1250000,3012,1808,6.4
4,439000,3337,3553,31.7
3,381000,3337,3553,31.7
3,,3075,8279,16.3
3,707000,3075,8279,16.3
3,640000,3075,8279,16.3
3,700000,3075,8279,16.3
4,600000,3075,8279,16.3
3,665000,3075,8279,16.3
4,570000,3910,8743,41
3,510000,3910,8743,41
3,,3028,2004,15.5
4,1160000,3093,1624,14.6
3,471000,3085,4168,12.7
2,690000,3085,4168,12.7
3,695000,3085,4168,12.7
2,,3012,3873,6.4
2,420000,3012,3873,6.4
3,895000,3012,3873,6.4
3,670000,3012,3873,6.4
3,825000,3012,3873,6.4
2,2100000,3144,4675,5.9
4,3100000,3144,4675,5.9
3,,3145,8801,8.4
2,530000,3145,8801,8.4
4,2830000,3145,8801,8.4
1,112000,3145,8801,8.4
2,1250000,3032,4918,4.3
3,,3032,4918,4.3
2,540000,3032,4918,4.3
3,625000,3032,4918,4.3
3,1350000,3204,2397,11.4
4,1820000,3204,2397,11.4
4,1730000,3204,2397,11.4
3,,3048,4704,17.4
1,,3000,17496,0
2,750000,3000,17496,0
2,,3000,17496,0
2,1000000,3000,17496,0
3,1825000,3000,17496,0
3,,3337,3600,31.7
3,400000,3337,3600,31.7
2,290000,3338,4718,29.8
3,361000,3338,4718,29.8
3,518000,3337,6065,31.7
3,400000,3337,6065,31.7
2,680000,3194,6162,20
3,920000,3194,6162,20
6,1650000,3194,6162,20
4,598000,3754,5812,25.9
4,518000,3754,5812,25.9
4,900000,3754,5812,25.9
3,482500,3754,5812,25.9
3,572500,3754,5812,25.9
3,580058,3754,5812,25.9
4,745500,3754,5812,25.9
4,662000,3754,5812,25.9
3,595000,3754,5812,25.9
5,1500000,3064,1158,20.6
4,,3082,10529,17.9
3,700000,3082,10529,17.9
3,637500,3082,10529,17.9
4,751000,3082,10529,17.9
3,699000,3082,10529,17.9
2,485000,3082,10529,17.9
3,410000,3082,10529,17.9
3,551500,3082,10529,17.9
3,,3082,10529,17.9
4,700500,3082,10529,17.9
3,622000,3082,10529,17.9
4,740000,3082,10529,17.9
3,1020000,3132,6871,17.2
2,732500,3132,6871,17.2
2,,3132,6871,17.2
3,1075000,3132,6871,17.2
3,1151000,3132,6871,17.2
2,541500,3127,2079,10.2
2,,3127,2079,10.2
4,2105000,3127,2079,10.2
4,,3094,3891,16.2
3,880000,3094,3891,16.2
3,907000,3094,3891,16.2
2,,3039,6232,6.2
2,715000,3039,6232,6.2
3,1490000,3039,6232,6.2
4,,3138,8280,26.5
4,712000,3138,8280,26.5
4,,3138,8280,26.5
4,825000,3138,8280,26.5
4,930000,3195,3650,21.5
5,1856000,3149,13366,14.2
4,,3149,13366,14.2
3,1240000,3149,13366,14.2
2,1240000,3149,13366,14.2
3,1215000,3149,13366,14.2
3,,3149,13366,14.2
2,,3149,13366,14.2
3,,3149,13366,14.2
5,,3149,13366,14.2
3,742500,3149,13366,14.2
5,2700000,3149,13366,14.2
6,,3149,13366,14.2
3,850000,3149,13366,14.2
3,867000,3170,7113,18.8
4,,3170,7113,18.8
3,825000,3170,7113,18.8
5,,3170,7113,18.8
2,801000,3163,4442,10.1
3,1437000,3163,4442,10.1
3,1590000,3163,4442,10.1
4,,3163,4442,10.1
3,1550000,3163,4442,10.1
3,625000,3438,849,48.1
4,1090000,3015,5498,6.2
2,660000,3015,5498,6.2
5,1180000,3015,5498,6.2
4,1050000,3042,2291,10.4
3,1025000,3174,11806,22.7
2,530000,3174,11806,22.7
3,1575000,3070,11364,5.3
3,1585000,3070,11364,5.3
4,1650000,3070,11364,5.3
4,1420000,3070,11364,5.3
4,,3070,11364,5.3
2,1315000,3070,11364,5.3
3,1120000,3070,11364,5.3
2,675500,3070,11364,5.3
2,1100000,3070,11364,5.3
5,2525000,3070,11364,5.3
3,1000000,3131,4973,15.4
3,1102000,3131,4973,15.4
2,580000,3046,2651,11.2
2,,3166,3224,12.3
4,1000000,3167,3692,15.5
2,790000,3204,3578,11.4
2,810000,3204,3578,11.4
2,975000,3195,5087,21.5
5,1160000,3195,5087,21.5
3,1150000,3195,5087,21.5
2,465000,3195,5087,21.5
2,520000,3044,7485,8.5
2,800000,3044,7485,8.5
3,690000,3044,7485,8.5
3,826000,3044,7485,8.5
3,,3044,7485,8.5
2,585000,3044,7485,8.5
4,1015000,3044,7485,8.5
3,464000,3335,1490,23.8
3,670000,3030,15542,14.7
4,650000,3030,15542,14.7
4,,3030,15542,14.7
4,,3030,15542,14.7
4,690000,3030,15542,14.7
2,797000,3207,8648,3.5
3,1525000,3207,8648,3.5
3,1362000,3207,8648,3.5
3,,3207,8648,3.5
3,,3181,7717,4.6
3,765000,3181,7717,4.6
1,383000,3181,7717,4.6
2,690000,3181,7717,4.6
2,680000,3181,7717,4.6
2,612000,3181,7717,4.6
3,2400000,3181,7717,4.6
2,1312000,3181,7717,4.6
2,,3072,14577,8.4
3,1185000,3072,14577,8.4
2,723000,3072,14577,8.4
3,985000,3072,14577,8.4
4,,3072,14577,8.4
3,760000,3072,14577,8.4
4,930000,3072,14577,8.4
4,1950000,3072,14577,8.4
4,800000,3072,14577,8.4
5,1455000,3072,14577,8.4
3,,3072,14577,8.4
3,1575000,3054,1008,3.5
4,900000,3095,938,18
3,600000,3073,21650,12
2,562000,3073,21650,12
3,900000,3073,21650,12
3,,3073,21650,12
3,700500,3073,21650,12
3,560000,3073,21650,12
1,455000,3073,21650,12
4,845000,3073,21650,12
3,810000,3073,21650,12
3,920000,3073,21650,12
3,865000,3073,21650,12
3,585000,3073,21650,12
3,770000,3073,21650,12
4,,3073,21650,12
3,775000,3073,21650,12
2,600000,3073,21650,12
3,669000,3073,21650,12
4,890000,3073,21650,12
2,698000,3073,21650,12
2,1000000,3121,14949,2.4
2,550000,3121,14949,2.4
3,1490000,3121,14949,2.4
3,1182000,3121,14949,2.4
3,1700000,3121,14949,2.4
3,1710000,3121,14949,2.4
2,1145000,3121,14949,2.4
3,1000000,3121,14949,2.4
1,530000,3121,14949,2.4
3,,3121,14949,2.4
4,765000,3431,1475,47.4
4,1246000,3134,7785,19.9
3,805000,3135,4407,21.3
2,,3135,4407,21.3
2,1380000,3185,821,7.2
3,,3084,3540,8.9
3,,3084,3540,8.9
3,,3084,3540,8.9
5,956000,3178,11667,23.5
4,,3178,11667,23.5
4,,3064,5833,20.6
4,630000,3064,5833,20.6
4,,3191,4497,15.2
3,1017500,3191,4497,15.2
2,720000,3191,4497,15.2
3,850000,3191,4497,15.2
4,,3191,4497,15.2
3,635000,3198,8077,35.4
3,1410000,3018,852,11
2,435000,3011,2417,5.1
3,810000,3205,5943,1.9
4,676000,3752,7969,20.5
3,500000,3752,7969,20.5
4,711000,3752,7969,20.5
3,616000,3752,7969,20.5
4,697000,3752,7969,20.5
2,412500,3752,7969,20.5
1,,3141,14887,2.7
3,1500000,3141,14887,2.7
2,,3141,14887,2.7
2,981000,3141,14887,2.7
3,770000,3141,14887,2.7
2,1300000,3141,14887,2.7
1,347500,3141,14887,2.7
2,,3141,14887,2.7
1,,3006,8400,0.7
4,1060000,3015,1223,6.2
3,505000,3021,14042,14
3,,3021,14042,14
3,650000,3021,14042,14
5,,3088,915,16.1
2,500000,3182,13240,5
1,270000,3182,13240,5
3,1310000,3182,13240,5
2,,3182,13240,5
2,850000,3041,3284,8.2
3,900000,3041,3284,8.2
3,496000,3429,14092,31.7
3,499500,3429,14092,31.7
3,460000,3429,14092,31.7
4,450000,3429,14092,31.7
3,516500,3429,14092,31.7
4,580000,3429,14092,31.7
2,400000,3429,14092,31.7
4,590000,3429,14092,31.7
3,,3429,14092,31.7
4,1155500,3020,3755,10.5
3,697000,3020,4217,10.5
4,690000,3020,4217,10.5
3,690000,3020,4217,10.5
5,990000,3020,6763,10.5
3,555000,3020,6763,10.5
4,753000,3020,6763,10.5
3,680000,3020,6763,10.5
3,550000,3020,6763,10.5
4,560000,3020,6763,10.5
4,685000,3020,6763,10.5
2,950000,3127,5457,10.2
2,950000,3127,5457,10.2
2,395000,3037,3640,18
2,400000,3037,3640,18
6,700000,3037,3640,18
3,601000,3037,3640,18
3,495000,3037,3640,18
3,405000,3029,10160,18.4
4,527500,3029,10160,18.4
3,420000,3029,10160,18.4
4,830000,3037,4242,18
4,660000,3037,4242,18
4,720000,3038,5336,15.5
4,,3038,5336,15.5
4,770000,3038,5336,15.5
3,900000,3107,5420,12.4
5,1330000,3107,5420,12.4
3,,3074,7955,15.3
3,860000,3074,7955,15.3
2,261500,3074,7955,15.3
3,625000,3074,7955,15.3
3,925000,3074,7955,15.3
4,,3074,7955,15.3
2,500000,3071,8870,7
4,1965000,3071,8870,7
2,,3071,8870,7
3,920000,3071,8870,7
3,950500,3071,8870,7
3,1455000,3071,8870,7
5,4515000,3142,7217,4.1
3,1310000,3142,7217,4.1
3,1550000,3142,7217,4.1
2,,3142,7217,4.1
2,470000,3043,3296,12.9
3,732000,3043,3296,12.9
4,780000,3043,3296,12.9
4,841000,3133,4181,17.2
4,,3133,4280,17.2
4,1140000,3084,2698,8.9
4,900500,3084,2698,8.9
5,600000,3756,3988,44.2
3,390000,3756,3988,44.2
4,590000,3756,3988,44.2
4,975000,3152,5424,14.7
4,1188888,3152,5424,14.7
5,1500000,3152,7082,14.7
5,1075000,3152,7082,14.7
5,,3152,7082,14.7
3,,3087,1442,14.5
4,760000,3087,1442,14.5
4,,3087,1442,14.5
3,700000,3087,1442,14.5
4,835000,3096,642,23.6
4,691000,3030,16166,14.7
3,,3030,16166,14.7
3,420000,3030,16166,14.7
2,566000,3030,16166,14.7
4,552000,3030,16166,14.7
2,341000,3030,16166,14.7
3,501000,3030,16166,14.7
2,775000,3012,5058,6.4
2,790000,3012,5058,6.4
2,1300000,3012,5058,6.4
4,1700000,3150,7392,16.7
3,1100000,3150,7392,16.7
4,785000,3027,1999,17.6
2,1115000,3016,6380,6.8
2,570000,3016,6380,6.8
3,870000,3016,6380,6.8
3,2400000,3016,6380,6.8
4,,3016,6380,6.8
2,1000000,3181,4380,4.6
3,640000,3750,2940,25.5
4,520600,3750,2940,25.5
3,,3115,1328,25.2
3,410000,3024,5262,27.2
3,400000,3024,5262,27.2
5,,3024,5262,27.2
3,416000,3024,5262,27.2
3,,3024,5262,27.2
3,745000,3085,1369,12.7
3,655000,3085,1369,12.7
2,870000,3013,6543,6.3
2,495000,3013,6543,6.3
3,1000000,3013,6543,6.3
2,410000,3013,6543,6.3
3,,3013,6543,6.3
3,,3067,4019,3
3,1800000,3067,4019,3
3,1000000,3067,4019,3
3,,3040,1543,7.5
3,1220000,3040,1543,7.5
3,1300000,3040,1543,7.5
2,470000,3040,1543,7.5
3,872500,3042,3464,10.4
3,720000,3042,3464,10.4
3,500000,3021,1899,14
1,1100000,3206,3280,3
4,,3206,3280,3
3,2155000,3206,3280,3
3,2115000,3206,3280,3
2,2810000,3206,3280,3
3,800000,3020,2185,10.5
3,1540000,3078,2211,5.7
3,840000,3018,5301,11
4,925000,3018,5301,11
3,580000,3028,7630,15.5
3,,3028,7630,15.5
4,,3028,7630,15.5
3,720000,3025,5132,9.4
3,731000,3022,1281,12.8
3,,3143,4836,6.3
2,480000,3143,4836,6.3
3,,3032,6567,4.3
3,1435000,3032,6567,4.3
2,1450000,3147,3052,10.2
2,925000,3147,3052,10.2
2,1495000,3147,2894,10.2
4,1126000,3147,2894,10.2
4,1320000,3147,2894,10.2
2,822000,3147,2894,10.2
2,770000,3147,2894,10.2
4,,3195,2824,21.5
4,1320000,3195,2824,21.5
4,,3049,1130,16.5
3,835000,3034,4502,9.5
3,881000,3034,4502,9.5
4,850000,3034,4502,9.5
3,,3103,5682,7.9
2,,3103,5682,7.9
3,1380000,3103,5682,7.9
3,830000,3103,5682,7.9
2,850000,3103,5682,7.9
2,1900000,3104,7809,9.7
3,,3104,7809,9.7
3,1911000,3104,7809,9.7
3,1922000,3104,7809,9.7
3,,3153,5030,23.2
3,821700,3153,5030,23.2
2,670000,3153,5030,23.2
3,715000,3153,3598,23.2
4,641000,3807,2332,39
4,670000,3807,2332,39
4,,3193,5366,17.3
3,894000,3081,790,8.8
2,1100000,3204,6795,11.4
6,2000000,3204,6795,11.4
2,710000,3204,6795,11.4
2,620000,3204,6795,11.4
3,,3204,6795,11.4
3,830000,3204,6795,11.4
3,986000,3165,10969,13.8
3,,3165,10969,13.8
5,536000,3806,17093,35.2
2,540000,3193,2866,17.3
4,1400000,3130,5713,13.4
3,870000,3130,5713,13.4
2,715000,3130,5713,13.4
4,1723000,3130,5713,13.4
3,,3130,5713,13.4
3,,3130,5713,13.4
2,1631000,3130,5713,13.4
4,1135500,3130,2867,13.4
3,,3130,2867,13.4
4,1125000,3130,2867,13.4
3,1080000,3130,2867,13.4
2,785000,3130,2867,13.4
3,1267000,3130,4387,13.4
4,2100000,3130,4387,13.4
3,990000,3130,4387,13.4
4,,3130,4387,13.4
3,620000,3196,2887,27
2,520000,3196,2887,27
3,747000,3155,9704,25
3,660000,3155,9704,25
3,,3128,4605,10.9
4,550000,3019,3589,8.6
3,925000,3019,3589,8.6
3,440000,3019,3589,8.6
2,760000,3019,3589,8.6
3,2575000,3186,10579,10.5
4,2900000,3186,10579,10.5
5,5800000,3186,10579,10.5
3,2140000,3186,10579,10.5
3,2225000,3186,10579,10.5
2,975000,3186,10579,10.5
4,4225000,3186,10579,10.5
3,2100000,3186,10579,10.5
4,1950000,3187,6938,10.3
3,,3187,6938,10.3
3,1300000,3187,6938,10.3
3,725000,3187,6938,10.3
3,604000,3047,4294,14
3,550000,3047,4294,14
2,347500,3012,962,6.4
1,412000,3056,11918,5.2
1,528000,3056,11918,5.2
3,1115000,3056,11918,5.2
3,1300000,3056,11918,5.2
2,320000,3056,11918,5.2
4,1500000,3056,11918,5.2
3,1260000,3056,11918,5.2
4,1210000,3056,11918,5.2
3,1490000,3056,11918,5.2
3,1200000,3056,11918,5.2
1,315000,3056,11918,5.2
4,1310000,3057,5533,4
2,,3057,5533,4
1,,3057,5533,4
3,,3055,7082,5.2
2,,3055,7082,5.2
3,,3055,7082,5.2
3,1222000,3055,7082,5.2
3,,3105,4480,10.8
3,1100000,3105,4480,10.8
3,875000,3083,10175,12.1
4,943000,3083,10175,12.1
3,601000,3083,10175,12.1
3,819000,3083,10175,12.1
3,650000,3083,10175,12.1
2,816000,3083,10175,12.1
3,652000,3083,10175,12.1
3,680000,3083,10175,12.1
3,933500,3083,10175,12.1
3,705000,3083,10175,12.1
3,550000,3083,10175,12.1
3,975000,3125,5678,10.4
3,1465500,3125,5678,10.4
6,1360000,3151,4048,14.7
5,,3151,4048,14.7
5,1750000,3151,4048,14.7
4,1450000,3151,4048,14.7
4,777000,3023,2674,14.8
3,,3124,8920,7.7
4,2216000,3124,8920,7.7
4,2110000,3124,8920,7.7
2,855000,3124,8920,7.7
2,771000,3124,8920,7.7
3,905000,3124,8920,7.7
5,3115000,3126,3265,8.4
2,913000,3126,3265,8.4
3,1520000,3053,6786,1.6
2,1424000,3163,7822,10.1
1,285000,3163,7822,10.1
3,2000000,3163,7822,10.1
3,1076000,3163,7822,10.1
1,305000,3163,7822,10.1
2,425000,3163,7822,10.1
2,,3163,7822,10.1
3,610000,3197,1989,31.2
3,,3197,1989,31.2
3,517000,3201,8060,34.9
3,459000,3201,8060,34.9
2,,3162,2379,8.7
1,305000,3161,6923,7.8
2,550000,3161,6923,7.8
5,1410000,3162,5051,8.7
4,,3148,3582,11.7
3,,3148,3582,11.7
3,701000,3148,3582,11.7
2,1100000,3148,3582,11.7
3,,3148,3582,11.7
2,615000,3196,3906,27
4,1178000,3192,9758,17.9
2,676000,3192,9758,17.9
4,1018000,3192,9758,17.9
3,1130000,3192,9758,17.9
3,1250000,3192,9758,17.9
3,1750000,3192,9758,17.9
3,1340000,3192,9758,17.9
3,801000,3169,2727,17.5
3,700000,3169,4734,17.5
3,1500000,3068,2954,3.6
1,538000,3068,2954,3.6
2,880000,3068,2954,3.6
2,641000,3068,2954,3.6
2,,3058,11204,6.7
3,,3058,11204,6.7
2,781000,3058,11204,6.7
3,995000,3058,11204,6.7
2,677776,3058,11204,6.7
2,,3058,11204,6.7
3,790000,3058,11204,6.7
6,,3058,3445,6.7
4,1240000,3058,3445,6.7
2,,3058,3445,6.7
3,875000,3058,3445,6.7
3,887000,3058,3445,6.7
3,1308000,3066,4553,2
2,,3066,4553,2
3,,3066,4553,2
2,945000,3066,4553,2
1,550000,3066,4553,2
3,421500,3064,15510,20.6
3,485000,3064,15510,20.6
4,,3064,15510,20.6
3,,3064,15510,20.6
3,467000,3064,15510,20.6
5,770000,3064,15510,20.6
2,855000,3121,1123,2.4
2,555000,3136,11925,23
4,850000,3136,11925,23
3,775000,3136,11925,23
4,,3136,11925,23
2,,3136,11925,23
3,529500,3136,11925,23
3,766000,3136,11925,23
3,,3136,11925,23
2,364000,3136,11925,23
4,,3136,1705,23
3,847000,3136,2985,23
4,673000,3175,8322,24.7
3,460000,3175,8322,24.7
3,,3175,8322,24.7
4,,3175,8322,24.7
5,941000,3175,8322,24.7
4,,3175,8322,24.7
3,685000,3175,8322,24.7
3,2420000,3103,892,7.9
3,,3023,6388,14.8
3,472000,3023,6388,14.8
3,520000,3037,2898,18
3,450000,3037,2898,18
4,725000,3030,2276,14.7
3,985000,3172,3940,22.2
3,863000,3172,3940,22.2
3,855000,3172,3940,22.2
5,1002000,3172,3940,22.2
5,941000,3172,3940,22.2
1,,3008,4707,1.4
4,1480000,3108,9028,12.4
4,1300000,3108,9028,12.4
4,1400000,3108,9028,12.4
3,1542000,3108,9028,12.4
4,,3108,9028,12.4
3,,3108,9028,12.4
4,1740000,3108,9028,12.4
6,1497000,3109,10999,14.3
5,1375000,3109,10999,14.3
3,1430000,3109,10999,14.3
5,1570000,3109,10999,14.3
5,1722000,3109,10999,14.3
4,1560000,3109,10999,14.3
4,1220000,3109,10999,14.3
3,1350000,3109,10999,14.3
4,,3109,10999,14.3
4,,3109,10999,14.3
4,1480000,3109,10999,14.3
4,1310000,3111,4790,16.1
4,900000,3111,4790,16.1
4,1310000,3111,4790,16.1
4,1110000,3111,4790,16.1
4,557500,3754,7254,25.9
4,475000,3754,7254,25.9
3,460000,3177,3533,28.8
3,,3084,1651,8.9
1,503000,3002,3040,1.3
1,350000,3196,2546,27
1,385000,3185,4898,7.2
3,850000,3185,4898,7.2
2,740000,3185,4898,7.2
5,1020000,3095,6990,18
4,856000,3095,6990,18
3,850000,3095,6990,18
3,1076000,3095,6990,18
5,,3095,6990,18
3,800000,3095,6990,18
2,687000,3184,8989,7.2
2,1260000,3184,8989,7.2
2,,3184,8989,7.2
2,695000,3184,8989,7.2
2,747500,3184,8989,7.2
1,596000,3782,2259,36.9
5,,3782,2259,36.9
3,,3802,8443,28.5
3,614000,3802,8443,28.5
3,540000,3802,8443,28.5
4,625000,3802,8443,28.5
3,525000,3076,10926,19.6
3,551000,3076,10926,19.6
3,548000,3076,10926,19.6
3,,3076,10926,19.6
3,515500,3076,10926,19.6
4,1400000,3040,9264,7.5
3,1000000,3040,9264,7.5
3,1400000,3040,9264,7.5
5,2020000,3040,9264,7.5
2,,3040,9264,7.5
1,325000,3040,9264,7.5
4,1291000,3041,1308,8.2
2,692500,3041,1308,8.2
2,667500,3041,1308,8.2
3,,3078,2970,5.7
3,660000,3060,5070,13.1
3,741000,3060,5070,13.1
3,640000,3060,5070,13.1
3,688000,3060,5070,13.1
4,,3156,10788,24.8
3,631000,3156,10788,24.8
3,935000,3156,10788,24.8
3,631000,3156,10788,24.8
4,,3156,10788,24.8
2,536250,3156,10788,24.8
2,1100000,3065,5825,2.1
2,1350000,3065,5825,2.1
3,,3065,5825,2.1
2,600000,3065,5825,2.1
3,,3065,5825,2.1
3,,3065,5825,2.1
2,846000,3068,6244,3.6
2,,3068,6244,3.6
2,1345000,3068,6244,3.6
2,1802500,3068,6244,3.6
2,953000,3031,3593,3.4
1,,3031,3593,3.4
2,603000,3031,3593,3.4
3,940000,3031,3593,3.4
3,985000,3011,7570,5.1
3,803000,3011,7570,5.1
2,885000,3011,7570,5.1
3,,3011,7570,5.1
2,485000,3011,7570,5.1
3,760000,3011,7570,5.1
3,1375000,3011,7570,5.1
3,1270000,3011,7570,5.1
3,890000,3131,4385,15.4
3,630000,3131,4385,15.4
3,1005000,3131,4385,15.4
3,645000,3199,17055,38
1,351000,3199,17055,38
3,,3199,17055,38
8,1778000,3199,17055,38
3,596000,3200,2500,36.9
4,,3199,7566,38
2,417000,3199,7566,38
3,,3185,534,7.2
3,480000,3043,3285,12.9
3,,3043,3285,12.9
3,533000,3043,3285,12.9
2,425000,3163,2403,10.1
2,721000,3146,10412,7.3
3,1800000,3146,10412,7.3
3,1253000,3146,10412,7.3
2,,3146,10412,7.3
5,,3150,15321,16.7
3,967000,3150,15321,16.7
5,1820000,3150,15321,16.7
5,,3150,15321,16.7
2,982000,3150,15321,16.7
4,1215000,3150,15321,16.7
6,1500000,3150,15321,16.7
2,715000,3150,15321,16.7
5,,3150,15321,16.7
3,,3150,15321,16.7
4,1406000,3150,15321,16.7
2,671000,3046,8870,11.2
3,622250,3046,8870,11.2
2,800000,3046,8870,11.2
2,570000,3046,8870,11.2
3,885000,3046,8870,11.2
3,680000,3043,1071,12.9
3,741000,3043,1071,12.9
3,680000,3088,8524,16.1
3,677000,3088,8524,16.1
3,677000,3088,8524,16.1
2,420000,3088,8524,16.1
2,505000,3088,8524,16.1
2,545000,3088,8524,16.1
5,,3059,4864,20.4
4,690000,3059,4864,20.4
3,,3188,5454,13.8
2,,3188,5454,13.8
4,,3188,5454,13.8
3,,3188,2356,13.8
2,500000,3188,2356,13.8
3,466000,3976,8256,33.3
2,580000,3122,11308,5.3
1,535000,3122,11308,5.3
3,,3122,11308,5.3
2,635000,3122,11308,5.3
1,317500,3122,11308,5.3
1,160000,3122,11308,5.3
1,,3122,11308,5.3
1,360000,3122,11308,5.3
3,780000,3123,6482,6.2
2,,3123,6482,6.2
2,500000,3123,6482,6.2
3,1264000,3123,6482,6.2
2,1462000,3123,6482,6.2
1,440000,3123,6482,6.2
2,455000,3202,1048,18.7
3,805000,3135,3794,21.3
4,,3135,3794,21.3
3,1000000,3135,3794,21.3
3,,3084,2890,8.9
2,,3084,2890,8.9
3,1340000,3084,2890,8.9
3,575000,3081,2947,8.8
3,,3081,2947,8.8
4,706000,3081,2947,8.8
2,650000,3081,2674,8.8
3,855000,3081,2674,8.8
2,720000,3190,4794,16
3,1420000,3190,4794,16
3,915000,3190,4794,16
4,580000,3037,5556,18
4,750000,3037,5556,18
3,,3029,13830,18.4
4,471500,3029,13830,18.4
4,,3029,13830,18.4
3,601000,3029,13830,18.4
4,512000,3029,13830,18.4
3,,3029,13830,18.4
3,,3029,13830,18.4
